Name,SubDiv
Bois-de-Céné,85
Bois-Grenier,59
Bois-Guillaume,76
Bois-le-Roi,77
Bois-le-Roi,27
Boismé,79
Boismorand,45
Boisredon,17
Boisse,24
Boisseaux,45
Boisseron,34
Boisset,15
Boisset-et-Gaujac,30
Boisset-lès-Montrond,42
Boisset-Saint-Priest,42
Boissettes,77
Boisseuil,87
Boissezon,81
Boissise-le-Roi,77
Boissy-Fresnoy,60
Boissy-l'Aillerie,95
Boissy-le-Châtel,77
Boissy-le-Cutté,HK
Boissy-Saint-Léger,94
Boissy-sous-Saint-Yon,91
Boisthorel,61
Boisville-la-Saint-Père,28
Bolbec,76
Bollène,84
Bollwiller,68
Bologne,52
Bolquère,66
Bombon,77
Bommes,33
Bommiers,36
Bompas,66
Bonchamp-lès-Laval,53
Boncourt-le-Bois,21
Bondaroy,45
Bondigoux,31
Bondoufle,91
Bondues,59
Bondy/Paris,93
Bon-Encontre,47
Bonifacio,2A
Bonloc,64
Bonnac-la-Côte,87
Bonnard,89
Bonnat,23
Bonne,74
Bonnebosq,14
Bonneil,2
Bonnelles,78
Bonnemain,35
Bonnencontre,21
Bonnes,86
Bonnétable,72
Bonnétage,25
Bonneuil,16
Bonneuil-en-France,95
Bonneuil-les-Eaux,60
Bonneuil-sur-Marne,94
Bonneval,28
Bonneval,24
Bonneville,16
Bonneville,80
Bonneville-et-Saint-Avit-de-Fumadières,24
Bonneville-la-Louvet,14
Bonnieres,
Bonnières-sur-Seine,78
Bonnieux,84
Bonny-sur-Loire,45
Bono,56
Bonsecours,76
Bons-en-Chablais,74
Bonson,42
Bonzac,33
Boos,76
Boos,40
Boqueho,22
Boran-sur-Oise,60
Bordeaux,33
Bordeaux-Saint-Clair,76
Bordères,64
Bordères-et-Lamensans,40
Bordères-sur-l'Échez,65
Bordes,65
Bords,17
Borest,60
Borgo,2B
Bormes-les-Mimosas,83
Bornel,60
Borre,59
Bors-de-Montmoreau,16
Bort-les-Orgues,19
Bosc-Bénard-Commin,27
Bosc-Bénard-Crescy,27
Bosc-le-Hard,76
Bosc-Mesnil,76
Bosquel,80
Bosrobert,27
Bossancourt,10
Bossay-sur-Claise,37
Bossey,74
Bossugan,33
Bosville,76
Botans,90
Bou,45
Bouafle,78
Bouafles,27
Bouaye,44
Boubiers,60
Boucau,64
Bouc-Bel-Air,13
Bouc-Bel-Air,13
Boucé,61
Bouchain,59
Bouchemaine,49
Bouchet,26
Bouchon,80
Boucoiran-et-Nozières,30
Bouconvillers,60
Boudes,63
Boué,2
Bouée,44
Bouère,53
Bouex,16
Bouffémont,95
Boufféré,85
Bougarber,64
Bougé-Chambalud,38
Bouges,36
Bougival,78
Bougue,40
Bouguenais,44
Bouhey,21
Bouhy,58
Bouillancourt-en-Séry,80
Bouilland,21
Bouillargues,30
Bouillé-Loretz,79
Bouilly,51
Bouilly,10
Bouin,85
Boujan-sur-Libron,34
Boulange,57
Boulay-les-Barres,45
Boulay-Moselle,57
Boulazac,24
Bouleternère,66
Bouleurs,77
Bouliac,33
Boulieu-lès-Annonay,7
Bouligny,55
Boulleret,18
Boulleville,27
Bouloc,12
Boulogne-Billancourt,92
Boulogne-sur-Gesse,31
Boulogne-sur-Mer,62
Bouloire,72
Boult-sur-Suippe,51
Boulzicourt,8
Bouray-sur-Juine,91
Bourbach-le-Bas,68
Bourbon-Lancy,71
Bourbonne-les-Bains,52
Bourbourg,59
Bourbriac,22
Bourcefranc-le-Chapus,17
Bourdeaux,26
Bourdettes,64
Bourdic,30
Bourg,33
Bourg-Achard,27
Bourganeuf,23
Bourg-Argental,42
Bourgbarré,35
Bourg-Beaudouin,27
Bourg-Charente,16
Bourg-de-Péage,26
Bourg-des-Comptes,35
Bourg-de-Thizy,69
Bourg-en-Bresse,1
Bourges,18
Bourg-et-Comin,2
Bourg-Fidèle,8
Bourgheim,67
Bourghelles,59
Bourg-la-Reine,92
Bourg-Lastic,63
Bourg-lès-Valence,26
Bourg-Madame,66
Bourgnac,24
Bourgneuf-en-Retz,44
Bourgogne,51
Bourgoin-Jallieu,38
Bourg-Saint-Andéol,7
Bourg-Sainte-Marie,52
Bourg-Saint-Maurice,73
Bourgthéroulde,27
Bourgtheroulde-Infreville,27
Bourguébus,14
Bourgueil,37
Bourguignon,25
Bouriège,11
Bourneville,27
Bournezeau,85
Bournoncle-Saint-Pierre,43
Bourogne,90
Bourran,47
Bourré,41
Bourret,82
Bourron-Marlotte,77
Bours,65
Boursault,51
Bourseul,22
Boursies,59
Bourth,27
Bourthes,62
Bourville,76
Bousbach,57
Bousbecque,59
Bousies,59
Boussac,23
Boussay,44
Boussens,31
Boussières,25
Boussois,59
Boussy-Saint-Antoine,91
Boust,57
Bout-du-Pont-de-Larn,81
Boutenac,11
Bouteville,16
Boutiers-Saint-Trojan,16
Bouttencourt,80
Boutteville,50
Bouverans,25
Bouvesse-Quirieu,38
Bouville,91
Bouvines,59
Bouvron,44
Bouxières-aux-Chênes,54
Bouxwiller,67
Bouy,51
Bouy-Luxembourg,10
Bouzel,63
Bouze-lès-Beaune,21
Bouzeron,71
Bouzigues,34
Bouzigues,
Bouzincourt,80
Bouzonville,57
Bouzy,51
Boves,80
Boyeux-Saint-Jérôme,1
Boynes,45
Boz,1
Bozas,7
Bozel,73
Bozouls,12
Brabant-le-Roi,55
Braches,80
Bracieux,41
Bragassargues,30
Bragayrac,31
Bragelogne-Beauvoir,10
Braine,2
Brains,44
Brains-sur-Gée,72
Brain-sur-l'Authion,49
Brain-sur-Longuenée,49
Bram,11
Brametot,76
Bran,17
Brancourt-le-Grand,2
Brandérion,56
Branges,71
Branne,33
Bransat,3
Brantôme,24
Bras,83
Brasles,2
Braslou,37
Brasparts,29
Brassac,82
Brassac-les-Mines,63
Bras-sur-Meuse,55
Braud-et-Saint-Louis,33
Brax,31
Brax,47
Bray,71
Bray-en-Val,45
Bray-et-Lû,95
Bray-sur-Seine,77
Bray-sur-Somme,80
Brazey-en-Plaine,21
Bréal-sous-Montfort,35
Bréal-sous-Vitré,35
Bréauté,76
Brebières,62
Brebotte,90
Brécé,35
Brécey,50
Brech,56
Bréchaumont,68
Brée,53
Brégnier-Cordon,1
Brégy,60
Bréhain-la-Ville,54
Bréhan,56
Bréhand,22
Bréhec,22
Breil-sur-Roya,6
Breitenbach,67
Brélidy,22
Brêmes,62
Brémontier-Merval,76
Brem-sur-Mer,85
Bren,26
Brenas,34
Brenelle,2
Brennilis,29
Brenouille,60
Brens,81
Bresdon,17
Bresles,60
Bressey-sur-Tille,21
Bressolles,1
Bressols,82
Bresson,38
Bressuire,79
Brest,29
Bretagne,36
Bretagne-d'Armagnac,32
Breteau,36
Breteil,35
Bretenière,21
Bretenoux,46
Breteuil,60
Breteuil-sur-Iton,27
Brethenay,52
Bretigny,21
Brétigny,60
Brétigny-sur-Orge,91
Bretoncelles,61
Bretonville,78
Bretteville-du-Grand-Caux,76
Bretteville-l'Orgueilleuse,14
Bretteville-sur-Ay,50
Brettnach,57
Breuil-la-Réorte,17
Breuil-le-Sec,60
Breuillet,91
Breuilpont,27
Breurey-lès-Faverney,70
Breux,55
Brévainville,41
Bréval,78
Brevans,39
Bréville,16
Bréville,14
Brevilliers,70
Brévonnes,10
Brézé,49
Brézilhac,11
Brézins,38
Brezolles,28
Briançon,5
Briantes,36
Briare,45
Briastre,59
Briatexte,81
Bricon,52
Bricquebec,50
Bricquebosq,50
Bricqueville-sur-Mer,50
Bricy,45
Brides-les-Bains,73
Brie,16
Brie,35
Brie,80
Briec,29
Brie-Comte-Robert,77
Brié-et-Angonnes,38
Brienne-le-Château,10
Brienon-sur-Armançon,89
Brières-les-Scellés,91
Brie-sous-Archiac,17
Brie-sous-Matha,17
Brie-sous-Mortagne,17
Brieulles-sur-Meuse,55
Briey,54
Brignac,34
Brignais,69
Brignogan-Plages,29
Brignoles,83
Brignoud,38
Brigueil-le-Chantre,86
Brigueuil,16
Brimeux,62
Brimont,51
Brinay,18
Brindas,69
Brion,71
Brion,49
Brion,1
Brionne,27
Brion-près-Thouet,79
Briord,1
Brioude,43
Briouze,61
Briscous,64
Brissac,34
Brissac-Quincé,49
Brissarthe,49
Brive-la-Gaillarde,19
Brives,36
Brives-Charensac,43
Brix,50
Brizambourg,17
Brochon,21
Broglie,27
Brognard,25
Brognon,21
Brommat,12
Bron,69
Bron Apt/Lyon,69
Broons,22
Brossac,16
Brossay,49
Brou,28
Brouay,14
Broué,28
Brouillet,51
Brousseval,52
Broussy-le-Grand,51
Brou-sur-Chantereine,77
Broût-Vernet,3
Brouvelieures,88
Brouville,54
Brouzet,30
Brovès,83
Broxeele,59
Broye,71
Broye-les-Pesmes,70
Broze,81
Brsch,67
Bruay-en-Artois,62
Bruay-la-Buissière,62
Bruay-sur-l'Escaut,59
Bruch,47
Brue-Auriac,83
Bruebach,68
Bruère-Allichamps,18
Brugairolles,11
Bruges,33
Brugny-Vaudancourt,51
Bruguières,31
Bruille-Saint-Amand,59
Brulange,57
Bruley,54
Brûlon,72
Brumath,67
Brunoy,91
Brunstatt,68
Bruyères,88
Bruyères-et-Montberaut,2
Bruyères-le-Châtel,91
Bruyères-sur-Oise,95
Bruz,35
Bry-sur-Marne/Paris,94
Bû,28
Buc,90
Buc,78
Bucéels,14
Bucey-lès-Gy,70
Buchelay,78
Buchères,10
Buchy,57
Buchy,76
Bucquoy,62
Bucy-le-Long,2
Bucy-lès-Pierrepont,2
Bucy-Saint-Liphard,45
Budelière,23
Budos,33
Bué,18
Bueil,27
Bueil-en-Touraine,37
Buffard,25
Buffon,21
Bugeat,19
Bugnicourt,59
Buhl,67
Buhl-Lorraine,57
Buire,2
Buire-Courcelles,80
Buire-le-Sec,62
Buire-sur-l'Ancre,80
Buironfosse,2
Buis-les-Baronnies,26
Buisson,84
Bulgnéville,88
Bulles,60
Bully,69
Bully-les-Mines,62
Burbure,62
Bure,55
Bures,54
Bures-en-Bray,76
Bures-sur-Yvette,91
Burey-la-Côte,55
Burgy,TW
Burie,17
Burlats,81
Burlioncourt,57
Burnhaupt-le-Bas,68
Burnhaupt-le-Haut,68
Burs-en-Othe,89
Bury,60
Busigny,59
Busnes,62
Bussac,17
Bussac-Forêt,17
Bussang,88
Busseau-sur-Creuse,23
Bussière-Dunoise,23
Bussière-Poitevine,87
Bussières,71
Bussy,18
Bussy-Albieux,42
Bussy-lès-Daours,80
Bussy-Lettrée,51
Bussy-Saint-Georges,77
Bussy-Saint-Martin,77
Buthiers,70
Butry-sur-Oise,95
Butten,68
Buxerolles,86
Buxeuil,10
Buxeuil,36
Buxières-les-Mines,3
Buxières-sur-Arce,10
Buxy,71
Buzançais,36
Buzancy,8
Buzet-sur-Baïse,47
Buzet-sur-Tarn,31
Buzignargues,34
Buzy,55
Cabanac,65
Cabanac-et-Villagrains,33
Cabannes,13
Cabariot,17
Cabasse,83
Cabestany,66
Cabidos,64
Cabourg,14
Cabrerolles,34
Cabrières,30
Cabrières,34
Cabrières-d'Avignon,84
Cabriès,13
Cachan,94
Cadalen,81
Cadarsac,33
Cadaujac,33
Caden,56
Cadenet,84
Caderousse,84
Cadillac,33
Cadillac-en-Fronsadais,33
Cadolive,13
Cadours,31
Caen,14
Caëstre,59
Caffiers,62
Cagnes-sur-Mer,6
Cagny,14
Cahagnes,14
Cahors,46
Cahuzac-sur-Vère,81
Caillac,46
Caillouël-Crépigny,2
Cailloux-sur-Fontaines,69
Cairanne,84
Caissargues,30
Cajarc,46
Calais,62
Calanhel,22
Calcatoggio,2A
Calce,66
Calignac,47
Caligny,61
Callac,22
Callas,83
Callengeville,76
Callian,83
Calmont,12
Calonne-Ricouart,62
Caluire-et-Cuire,69
Calvi,2B
Calviac,46
Calvisson,30
Camarès,12
Camaret-sur-Aigues,84
Camaret-sur-Mer,29
Camarsac,33
Camblanes-et-Meynac,33
Cambligneul,62
Cambo-les-Bains,64
Cambon,81
Cambounet-sur-le-Sor,81
Cambrai,59
Cambremer,14
Cambrin,62
Cambronne-lès-Ribécourt,60
Came,64
Camélas,66
Camelin,2
Cametours,50
Camiac-et-Saint-Denis,33
Camillac,33
Camiran,33
Camjac,12
Camoël,56
Camon,9
Camon,80
Camors,56
Campagnac,81
Campagne,34
Campagne-d'Armagnac,32
Campagne-lès-Hesdin,62
Campagne-lès-Wardrecques,62
Campagne-sur-Aude,11
Campan,65
Campbon,44
Camp-du-Castellet,83
Campel,35
Camphin-en-Carembault,59
Campistrous,65
Camplong-d'Aude,11
Campneuseville,76
Campouriez,12
Campsas,82
Campugnan,33
Canale-di-Verde,2B
Canals,82
Canaules-et-Argentières,30
Cancale,35
Cancon,47
Candé,49
Candes-Saint-Martin,37
Candé-sur-Beuvron,41
Candillargues,34
Canejean,33
Canéjean,33
Canet,11
Canet,34
Canet-en-Roussillon,66
Cangey,37
Canihuel,22
Canly,60
Cannes,6
Cannes-Écluse,77
Cannes-et-Clairan,30
Cannet,32
Canohès,66
Cantaous,65
Canté,9
Canteleu,76
Cantenac,33
Cantenay-Épinard,49
Cantin,59
Cantois,33
Cany-Barville,76
Capbreton,40
Cap-d'Ail,6
Capdenac-Gare,12
Capdenac-le-Haut,46
Capelle-les-Grands,27
Capelle-les-Grands,27
Capendu,11
Capens,31
Capestang,34
Capian,33
Capinghem,59
Caplong,33
Capo Pertusato,2A
Cappelle-la-Grande,59
Captieux,33
Capvern,65
Caraman,31
Caramany,66
Carantec,29
Carbon-Blanc,33
Carbonne,31
Carcans,33
Carcassonne,11
Carcen-Ponson,40
Carcès,83
Cardan,33
Cardesse,64
Cardet,30
Carentan,50
Carentoir,56
Cargèse,2A
Carhaix-Plouguer,29
Carignan,8
Carignan-de-Bordeaux,33
Carlepont,60
Carling,57
Carlux,24
Carmaux,81
Carnac,56
Carnac-Rouffiac,46
Carnas,30
Carneville,50
Carnières,59
Carnoët,22
Carnon-Plage,34
Carnoules,83
Carnoux-en-Provence,13
Caro,56
Carolles,50
Caromb,84
Caronte,13
Carpentras,84
Carpiquet,14
Carquefou,44
Carqueiranne,83
Carrières-sous-Poissy,78
Carrières-sur-Seine,78
Carro,13
Carros,6
Carrouges,61
Carry-le-Rouet,13
Cars,33
Carsac-Aillac,24
Carsac-de-Gurson,24
Carspach,68
Cartelègue,33
Carteret,50
Cartignies,59
Cartigny,80
Carvin,62
Casalabriva,2A
Cascastel-des-Corbières,11
Caseneuve,84
Cases-de-Pène,66
Cassagnes,66
Cassaigne,32
Cassel,59
Cassen,40
Casseneuil,47
Casseuil,33
Cassis,13
Cassuéjouls,12
Castagniers,6
Castandet,40
Castanet,81
Castanet-Tolosan,31
Castelculier,47
Castelferrus,82
Castelfranc,46
Castelginest,31
Casteljaloux,47
Castella,47
Castellane,4
Castelmaurou,31
Castelmoron-sur-Lot,47
Castelnau-d'Anglès,32
Castelnaudary,11
Castelnau-d'Aude,11
Castelnau-d'Auzan,32
Castelnaud-de-Gratecambe,47
Castelnau-de-Brassac,81
Castelnau-de-Guers,34
Castelnau-de-Lévis,81
Castelnau-de-Médoc,33
Castelnau-de-Montmiral,81
Castelnau-d'Estrétefonds,31
Castelnaud-la-Chapelle,24
Castelnau-le-Lez,34
Castelnau-Montratier,46
Castelnau-Rivière-Basse,65
Castelnau-sur-Gupie,47
Castelnau-Valence,30
Castelreng,11
Castelsarrasin,82
Castel-Sarrazin,40
Castelviel,33
Castéra-Bouzet,82
Castéra-Verduzan,32
Castétis,64
Castetnau-Camblong,64
Castets,40
Castets-en-Dorthe,33
Castex,32
Castex-d'Armagnac,32
Castillon,6
Castillon-de-Castets,33
Castillon-du-Gard,30
Castillon-en-Auge,14
Castillon-la-Bataille,33
Castillonnès,47
Castres,81
Castres,44
Castres-Gironde,33
Castries,34
Catenoy,60
Catillon-Fumechon,60
Cattenières,59
Cattenom,57
Catus,46
Catus,46
Caucalières,81
Cauchy-à-la-Tour,62
Caudan,56
Caudebec-en-Caux,76
Caudebec-lès-Elbeuf,76
Caudéran,33
Caudiès-de-Fenouillèdes,66
Caudrot,33
Caudry,59
Cauffry,60
Caulières,80
Caulnes,22
Caumont,33
Caumont-l'Éventé,14
Caumont-sur-Durance,84
Caumont-sur-Garonne,47
Cauneille,40
Caunes-Minervois,11
Caupenne-d'Armagnac,32
Caurel,51
Cauro,2A
Cauroir,59
Cauroy-lès-Hermonville,51
Caussade,82
Causse-de-la-Selle,34
Causses-et-Veyran,34
Caussiniojouls,34
Cauvicourt,14
Cauvigny,60
Cauville,14
Caux,34
Cavaillon,84
Cavalaire-sur-Mer,83
Cavan,22
Caveirac,30
Caves,11
Cavignac,33
Cavillargues,30
Cayenne = GF CAY,
Cayeux-sur-Mer,80
Caylus,82
Cazals,46
Cazats,33
Cazaubon,32
Cazaugitat,33
Cazaux,33
Cazedarnes,34
Cazeneuve,32
Cazères,31
Cazères-sur-l'Adour,40
Cazes-Mondenard,82
Cazevieille,34
Cazilhac,11
Cazilhac,34
Cazillac,46
Cazouls-d'Hérault,34
Cazouls-lès-Béziers,34
Céaux-d'Allègre,43
Cébazan,34
Cébazat,63
Ceintrey,54
Celle-Lévescault,86
Celles,17
Celles-sur-Belle,79
Celles-sur-Durolle,63
Celles-sur-Ource,10
Cellettes,41
Cellieu,42
Celon,36
Cenac,43
Cénac,33
Cénac-et-Saint-Julien,24
Cendrecourt,70
Cenne-Monestiés,11
Cenon,33
Cenon-sur-Vienne,86
Censerey,21
Centuri,2B
Cépet,31
Cépie,11
Cepoy,45
Cérans-Foulletourte,72
Cerbère,66
Cerbois,18
Cercié,69
Cercier,74
Cercles,24
Cercottes,45
Cercy-la-Tour,58
Cerdon,1
Cerdon,45
Céré-la-Ronde,37
Cérences,50
Céret,66
Cergy,95
Cérilly,21
Cérilly,3
Cerisé,61
Cerisiers,89
Cerisy-Belle-Étoile,61
Cerizay,79
Cernans,39
Cernay,68
Cernay-la-Ville,79
Cernay-lès-Reims,51
Cerneux,77
Cerny,HK
Cérons,33
Cers,34
Cersay,79
Cerseuil,51
Cerseuil,2
Certilleux,88
Certines,1
Cervione,2B
Cessenon-sur-Orb,34
Cesseras,34
Cesset,3
Cessey-sur-Tille,21
Cessieu,38
Cesson,77
Cesson-Sévigné,35
Cessy,1
Cessy-les-Bois,58
Cestas,33
Ceton,61
Cevins,73
Ceyras,34
Ceyrat,63
Ceyreste,13
Ceyzériat,1
Cézac,33
Cézan,32
Cézy,89
Chabanais,16
Chabeuil,26
Chablis,89
Châbons,38
Chabottes,5
Chabreloche,63
Chabris,36
Chacé,49
Chadenac,17
Chadenet,48
Chadrac,43
Chaffaut-Lagremuse,4
Chagny,8
Chagny,71
Chahaignes,72
Chail,79
Chaillac,36
Chailland,53
Chailles,41
Chaillé-sous-les-Ormeaux,85
Chaillevette,17
Chailloué,61
Chailly-en-Brie,77
Chailly-sur-Armançon,21
Chaingy,45
Chaintré,71
Chaintrix-Bierges,51
Chalagnac,24
Chalain-d'Uzore,42
Chalais,16
Chalamont,1
Chalampé,68
Chalandray,86
Chaleins,1
Chalencon,7
Châlette-sur-Loing,45
Chalezeule,25
Chalifert,77
Chalindrey,52
Challain-la-Potherie,49
Challans,85
Challerange,8
Challes,72
Challes-les-Eaux,73
Challex,1
Challignac,16
Challuy,58
Chalmaison,77
Chalonnes-sur-Loire,49
Châlons-en-Champagne,51
Chalon-sur-Saône,71
Chalus,63
Châlus,87
Chamagnieu,38
Chamalières,63
Chamandrin,5
Chamant,60
Chamaret,26
Chambéon,42
Chamberet,19
Chambéry,73
Chambilly,71
Chamblanc,21
Chamblet,3
Chambly,60
Chambois,61
Chambolle-Musigny,21
Chambon,37
Chambon,17
Chambon-la-Forêt,45
Chambon-sur-Voueize,23
Chambord,41
Chamboret,87
Chambornay-lès-Pin,70
Chambost-Allières,69
Chambourcy,78
Chambourg-sur-Indre,37
Chambray-lès-Tours,37
Chambretaud,85
Chambroutet,79
Chambry,2
Chambuf,21
Chamelet,69
Chamery,51
Chamesson,21
Chameyrat,19
Chamilly,71
Chamonix-Mont-Blanc,74
Chamouilley,52
Chamousset,73
Chamoy,10
Champagnac-de-Belair,24
Champagné,72
Champagne-au-Mont-d'Or,69
Champagne-en-Valromey,1
Champagne-et-Fontaine,24
Champagne-Mouton,16
Champagné-Saint-Hilaire,86
Champagne-sur-Loue,39
Champagne-sur-Oise,95
Champagne-sur-Seine,77
Champagneux,73
Champagney,25
Champagnier,38
Champagnole,39
Champagnolles,17
Champcevrais,89
Champcueil,91
Champdeniers-Saint-Denis,79
Champdeuil,77
Champdieu,42
Champdolent,17
Champeaux,50
Champeaux,35
Champeix,63
Champenard,27
Champenay,67
Champfleury,51
Champforgeuil,71
Champfromier,1
Champhol,28
Champier,38
Champignelles,89
Champigneulles,54
Champignol-lez-Mondeville,10
Champigny,89
Champigny-en-Beauce,41
Champigny-sous-Varennes,52
Champigny-sur-Marne/Paris,94
Champillet,36
Champillon,51
Champlan,91
Champlat-et-Boujacourt,51
Champlemy,58
Champlitte,70
Champniers,16
Champoulet,45
Champs,63
Champsac,87
Champs-de-Mars/Lille,59
Champs-sur-Marne,77
Champs-sur-Yonne,89
Champ-sur-Drac,38
Champtoceaux,49
Champtocé-sur-Loire,49
Champvoisy,51
Chamrousse,38
Chanac,48
Chanas,38
Chanaz,73
Chançay,37
Chanceaux,21
Chanceaux-près-Loches,37
Chanceaux-sur-Choisille,37
Chancelade,24
Chandai,61
Chaneins,1
Chânes,71
Change,71
Changé,72
Changé,53
Changis-sur-Marne,77
Chaniers,17
Channes,10
Chanonat,63
Chanos-Curson,26
Chanoy,52
Chanteau,45
Chantelle,3
Chanteloup-en-Brie,77
Chanteloup-les-Vignes,78
Chantemerle,51
Chantemerle-lès-Grignan,26
Chantenay-Saint-Imbert,58
Chantenay-Villedieu,72
Chantepie,35
Chantereine,55
Chantilly,60
Chantonnay,85
Chantraine,88
Chanzeaux,49
Chaource,10
Chaourse,2
Chapareillan,38
Chapelle-Guillaume,28
Chapelle-Royale,28
Chapelle-Viviers,86
Chapet,78
Chaponnay,69
Chaponost,69
Chappes,63
Chaptuzat,63
Charantonnay,38
Charavines,38
Charbogne,8
Charbonnières-les-Bains,69
Charcenne,70
Charchigné,53
Chardonnay,71
Charentay,69
Charentilly,37
Charenton,58
Charenton-du-Cher,18
Charenton-le-Pont,94
Chargé,37
Chariez,70
Charles-de-Gaulle Apt/Paris,93
Charleval,13
Charleval,27
Charleville,51
Charleville-Mézières,8
Charlieu,42
Charly,69
Charly,18
Charly-Oradour,57
Charly-sur-Marne,2
Charmeil,3
Charmes,3
Charmes,2
Charmes,88
Charmes-sur-Rhône,7
Charmoille,70
Charmont-en-Beauce,45
Charmont-sous-Barbuise,10
Charmoy,52
Charnas,7
Charnay-lès-Chalon,71
Charnay-lès-Mâcon,71
Charnècles,38
Charnizay,37
Charnoz,1
Charny,21
Charny Orée de Puisaye,89
Charny-sur-Meuse,55
Charolles,71
Chârost,18
Charpey,26
Charquemont,25
Charron,17
Charroux,86
Chars,95
Chartèves,2
Chartres,28
Chartres-de-Bretagne,35
Charvieu-Chavagneux,38
Charvonnex,74
Chaserey,10
Chasnais,85
Chasnay,58
Chaspinhac,43
Chaspuzac,43
Chassagne-Montrachet,21
Chassagny,69
Chassal,39
Chasselas,71
Chasselay,69
Chassenard,3
Chasseneuil,36
Chasseneuil-du-Poitou,86
Chasseneuil-sur-Bonnieure,16
Chasse-sur-Rhône,38
Chassey-le-Camp,71
Chassey-lès-Montbozon,70
Chassey-lès-Scey,70
Chassieu,69
Chassignelles,89
Chassors,16
Chastel-Nouvel,48
Château,71
Château-Arnoux,4
Châteaubernard,16
Château-Bernard,38
Châteaubourg,7
Châteaubourg,35
Châteaubriant,44
Château-Chalon,39
Château-Chinon,58
Chateaucreux/Saint-Etienne,42
Château-d'Olonne,85
Château-du-Loir,72
Châteaudun,28
Châteaufort,78
Château-Gaillard,1
Châteaugay,63
Châteaugiron,35
Château-Gontier,53
Château-l'Abbaye,59
Château-Landon,77
Château-la-Vallière,37
Châteaulin,29
Châteaumeillant,18
Châteauneuf,42
Châteauneuf-de-Gadagne,84
Châteauneuf-de-Galaure,26
Châteauneuf-d'Ille-et-Vilaine,35
Châteauneuf-du-Faou,29
Châteauneuf-du-Pape,84
Châteauneuf-du-Rhône,26
Châteauneuf-en-Thymerais,28
Châteauneuf-Grasse,6
Châteauneuf-la-Forêt,87
Châteauneuf-le-Rouge,13
Châteauneuf-les-Martigues,13
Châteauneuf-sur-Charente,16
Châteauneuf-sur-Cher,18
Châteauneuf-sur-Isère,26
Châteauneuf-sur-Loire,45
Châteauponsac,87
Château-Porcien,8
Châteaurenard,13
Château-Renard,45
Château-Renault,37
Châteauroux,5
Châteauroux,36
Château-sur-Epte,27
Château-Thébaud,44
Château-Thierry,2
Châteauvert,83
Châteauvieux,41
Châtelaillon-Plage,17
Châtel-de-Neuvre,3
Châteldon,63
Châtelguyon,63
Châtellerault,86
Châtelneuf,42
Châtel-Saint-Germain,57
Châtel-sur-Moselle,88
Châtelus-le-Marcheix,23
Châtenay,28
Châtenay-Malabry,92
Chatenet,17
Châtenois,67
Châtenois,88
Châtenois-les-Forges,90
Châtenoy-le-Royal,71
Châtillon,3
Châtillon,86
Châtillon,39
Châtillon,92
Châtillon,69
Châtillon-Coligny,45
Châtillon-en-Diois,26
Châtillon-en-Michaille,1
Châtillon-en-Vendelais,35
Châtillon-la-Palud,1
Châtillon-le-Duc,25
Châtillon-le-Roi,45
Chatillon-Saint-Jean,26
Châtillon-sur-Chalaronne,1
Châtillon-sur-Cher,41
Châtillon-sur-Cluses,74
Châtillon-sur-Colmont,53
Châtillon-sur-Indre,36
Châtillon-sur-Loire,45
Châtillon-sur-Saône,88
Châtillon-sur-Seine,21
Châtillon-sur-Thouet,79
Châtonnay,38
Chatonrupt-Sommermont,52
Chatou,78
Châtres,77
Chatte,38
Chatuzange-le-Goubet,26
Chauché,85
Chauchigny,10
Chauconin-Neufmontiers,77
Chaudefonds-sur-Layon,49
Chaudefontaine,25
Chaudenay,71
Chaudenay,52
Chaudenay-le-Château,21
Chaudeney-sur-Moselle,54
Chaudon,28
Chaudron-en-Mauges,49
Chauffailles,71
Chauffour,71
Chauffry,77
Chaulnes,80
Chaumes-en-Brie,77
Chaumont,89
Chaumont,52
Chaumontel,95
Chaumont-en-Vexin,60
Chaumont-sur-Tharonne,41
Chaumousey,88
Chaumoux-Marcilly,18
Chaumussay,37
Chaumuzy,51
Chaunay,86
Chauny,2
Chauray,79
Chausey,50
Chaussin,39
Chausson,61
Chauvency-Saint-Hubert,55
Chauvigny,86
Chauvoncourt,55
Chaux,21
Chavagne,35
Chavagnes,49
Chavagnes-en-Paillers,85
Chavagnes-les-Redoux,85
Chavanay,42
Chavanges,10
Chavannes,18
Chavannes-sur-Reyssouze,1
Chavannes-sur-Suran,1
Chavanod,74
Chavanoz,38
Chavaroux,63
Chaveignes,37
Chavelot,88
Chavenay,78
Chavignon,2
Chaville,92
Chavin,36
Chavot-Courcourt,51
Chazay-d'Azergues,69
Chazé-Henry,49
Chazelles,16
Chazelles-sur-Lyon,42
Chazemais,3
Chazey-Bons,1
Chazey-sur-Ain,1
Chécy,45
Chedde,74
Chédigny,37
Chef-Boutonne,79
Chef-du-Pont,50
Cheffois,85
Cheillé,37
Cheilly-lès-Maranges,71
Chelles,77
Chelles,60
Chemaudin,25
Chemellier,49
Chéméré,44
Chemillé,49
Chemillé-sur-Dême,37
Chemilly,70
Chemilly-sur-Serein,89
Chemilly-sur-Yonne,89
Cheminas,7
Cheminot,57
Chenac-Saint-Seurin-d'Uzet,17
Chénas,69
Chenay,51
Chêne-en-Semine,74
Chénérailles,23
Chênex,74
Chenières,54
Cheniers,51
Chéniers,23
Cheniménil,88
Chennevières-sur-Marne,94
Chenon,16
